Date,Sheet_Source,Metric,Value
01-01-2025,Detailed Metrics,Annual Plan Annual Revenue,358710
01-02-2025,Detailed Metrics,Annual Plan Annual Revenue,395670
01-03-2025,Detailed Metrics,Annual Plan Annual Revenue,435270
01-04-2025,Detailed Metrics,Annual Plan Annual Revenue,477840
01-05-2025,Detailed Metrics,Annual Plan Annual Revenue,523380
01-06-2025,Detailed Metrics,Annual Plan Annual Revenue,571890
01-07-2025,Detailed Metrics,Annual Plan Annual Revenue,623700
01-08-2025,Detailed Metrics,Annual Plan Annual Revenue,679140
01-09-2025,Detailed Metrics,Annual Plan Annual Revenue,738540
01-10-2025,Detailed Metrics,Annual Plan Annual Revenue,802230
01-11-2025,Detailed Metrics,Annual Plan Annual Revenue,870210
01-12-2025,Detailed Metrics,Annual Plan Annual Revenue,942810
01-01-2026,Detailed Metrics,Annual Plan Annual Revenue,1008810
01-02-2026,Detailed Metrics,Annual Plan Annual Revenue,1079430
01-03-2026,Detailed Metrics,Annual Plan Annual Revenue,1155000
01-04-2026,Detailed Metrics,Annual Plan Annual Revenue,1235850
01-05-2026,Detailed Metrics,Annual Plan Annual Revenue,1322310
01-06-2026,Detailed Metrics,Annual Plan Annual Revenue,1415040
01-07-2026,Detailed Metrics,Annual Plan Annual Revenue,1514370
01-08-2026,Detailed Metrics,Annual Plan Annual Revenue,1620300
01-09-2026,Detailed Metrics,Annual Plan Annual Revenue,1733490
01-10-2026,Detailed Metrics,Annual Plan Annual Revenue,1854600
01-11-2026,Detailed Metrics,Annual Plan Annual Revenue,1984620
01-12-2026,Detailed Metrics,Annual Plan Annual Revenue,2123550
01-01-2027,Detailed Metrics,Annual Plan Annual Revenue,2271720
01-02-2027,Detailed Metrics,Annual Plan Annual Revenue,2430450
01-03-2027,Detailed Metrics,Annual Plan Annual Revenue,2600400
01-04-2027,Detailed Metrics,Annual Plan Annual Revenue,2781900
01-05-2027,Detailed Metrics,Annual Plan Annual Revenue,2976270
01-06-2027,Detailed Metrics,Annual Plan Annual Revenue,3184500
01-07-2027,Detailed Metrics,Annual Plan Annual Revenue,3407250
01-08-2027,Detailed Metrics,Annual Plan Annual Revenue,3645840
01-09-2027,Detailed Metrics,Annual Plan Annual Revenue,3901260
01-10-2027,Detailed Metrics,Annual Plan Annual Revenue,4174500
01-11-2027,Detailed Metrics,Annual Plan Annual Revenue,4466880
01-12-2027,Detailed Metrics,Annual Plan Annual Revenue,4780050
01-01-2028,Detailed Metrics,Annual Plan Annual Revenue,5115330
01-02-2028,Detailed Metrics,Annual Plan Annual Revenue,5474040
01-03-2028,Detailed Metrics,Annual Plan Annual Revenue,5857500
01-04-2028,Detailed Metrics,Annual Plan Annual Revenue,6268350
01-05-2028,Detailed Metrics,Annual Plan Annual Revenue,6707910
01-06-2028,Detailed Metrics,Annual Plan Annual Revenue,7178160
01-07-2028,Detailed Metrics,Annual Plan Annual Revenue,7681410
01-08-2028,Detailed Metrics,Annual Plan Annual Revenue,8219970
01-09-2028,Detailed Metrics,Annual Plan Annual Revenue,8796150
01-10-2028,Detailed Metrics,Annual Plan Annual Revenue,9412260
01-11-2028,Detailed Metrics,Annual Plan Annual Revenue,10071270
01-12-2028,Detailed Metrics,Annual Plan Annual Revenue,10776480
01-01-2024,Detailed Metrics,ARR,50550
01-02-2024,Detailed Metrics,ARR,100620
01-03-2024,Detailed Metrics,ARR,151290
01-04-2024,Detailed Metrics,ARR,202560
01-05-2024,Detailed Metrics,ARR,255480
01-06-2024,Detailed Metrics,ARR,310410
01-07-2024,Detailed Metrics,ARR,368070
01-08-2024,Detailed Metrics,ARR,428790
01-09-2024,Detailed Metrics,ARR,493290
01-10-2024,Detailed Metrics,ARR,561900
01-11-2024,Detailed Metrics,ARR,634980
01-12-2024,Detailed Metrics,ARR,713220
01-01-2025,Detailed Metrics,ARR,791430
01-02-2025,Detailed Metrics,ARR,875550
01-03-2025,Detailed Metrics,ARR,966270
01-04-2025,Detailed Metrics,ARR,1064640
01-05-2025,Detailed Metrics,ARR,1171020
01-06-2025,Detailed Metrics,ARR,1286130
01-07-2025,Detailed Metrics,ARR,1411020
01-08-2025,Detailed Metrics,ARR,1546740
01-09-2025,Detailed Metrics,ARR,1693980
01-10-2025,Detailed Metrics,ARR,1854510
01-11-2025,Detailed Metrics,ARR,2029050
01-12-2025,Detailed Metrics,ARR,2218290
01-01-2026,Detailed Metrics,ARR,2412810
01-02-2026,Detailed Metrics,ARR,2624550
01-03-2026,Detailed Metrics,ARR,2855280
01-04-2026,Detailed Metrics,ARR,3107130
01-05-2026,Detailed Metrics,ARR,3381150
01-06-2026,Detailed Metrics,ARR,3680160
01-07-2026,Detailed Metrics,ARR,4006290
01-08-2026,Detailed Metrics,ARR,4361700
01-09-2026,Detailed Metrics,ARR,4749210
01-10-2026,Detailed Metrics,ARR,5171640
01-11-2026,Detailed Metrics,ARR,5633220
01-12-2026,Detailed Metrics,ARR,6136830
01-01-2027,Detailed Metrics,ARR,6686040
01-02-2027,Detailed Metrics,ARR,7286130
01-03-2027,Detailed Metrics,ARR,7941720
01-04-2027,Detailed Metrics,ARR,8657100
01-05-2027,Detailed Metrics,ARR,9438990
01-06-2027,Detailed Metrics,ARR,10293420
01-07-2027,Detailed Metrics,ARR,11227170
01-08-2027,Detailed Metrics,ARR,12248040
01-09-2027,Detailed Metrics,ARR,13363860
01-10-2027,Detailed Metrics,ARR,14583180
01-11-2027,Detailed Metrics,ARR,15916320
01-12-2027,Detailed Metrics,ARR,17374290
01-01-2028,Detailed Metrics,ARR,18968850
01-02-2028,Detailed Metrics,ARR,20713200
01-03-2028,Detailed Metrics,ARR,22620540
01-04-2028,Detailed Metrics,ARR,24707550
01-05-2028,Detailed Metrics,ARR,26991030
01-06-2028,Detailed Metrics,ARR,29489880
01-07-2028,Detailed Metrics,ARR,32224410
01-08-2028,Detailed Metrics,ARR,35217810
01-09-2028,Detailed Metrics,ARR,38494350
01-10-2028,Detailed Metrics,ARR,42080820
01-11-2028,Detailed Metrics,ARR,46007190
01-12-2028,Detailed Metrics,ARR,50306640
01-01-2024,Detailed Metrics,Active Monthly Subscribers,90
01-02-2024,Detailed Metrics,Active Monthly Subscribers,175
01-03-2024,Detailed Metrics,Active Monthly Subscribers,258
01-04-2024,Detailed Metrics,Active Monthly Subscribers,339
01-05-2024,Detailed Metrics,Active Monthly Subscribers,420
01-06-2024,Detailed Metrics,Active Monthly Subscribers,502
01-07-2024,Detailed Metrics,Active Monthly Subscribers,587
01-08-2024,Detailed Metrics,Active Monthly Subscribers,675
01-09-2024,Detailed Metrics,Active Monthly Subscribers,768
01-10-2024,Detailed Metrics,Active Monthly Subscribers,866
01-11-2024,Detailed Metrics,Active Monthly Subscribers,970
01-12-2024,Detailed Metrics,Active Monthly Subscribers,1081
01-01-2025,Detailed Metrics,Active Monthly Subscribers,1202
01-02-2025,Detailed Metrics,Active Monthly Subscribers,1333
01-03-2025,Detailed Metrics,Active Monthly Subscribers,1475
01-04-2025,Detailed Metrics,Active Monthly Subscribers,1630
01-05-2025,Detailed Metrics,Active Monthly Subscribers,1799
01-06-2025,Detailed Metrics,Active Monthly Subscribers,1984
01-07-2025,Detailed Metrics,Active Monthly Subscribers,2187
01-08-2025,Detailed Metrics,Active Monthly Subscribers,2410
01-09-2025,Detailed Metrics,Active Monthly Subscribers,2654
01-10-2025,Detailed Metrics,Active Monthly Subscribers,2923
01-11-2025,Detailed Metrics,Active Monthly Subscribers,3219
01-12-2025,Detailed Metrics,Active Monthly Subscribers,3543
01-01-2026,Detailed Metrics,Active Monthly Subscribers,3900
01-02-2026,Detailed Metrics,Active Monthly Subscribers,4292
01-03-2026,Detailed Metrics,Active Monthly Subscribers,4723
01-04-2026,Detailed Metrics,Active Monthly Subscribers,5198
01-05-2026,Detailed Metrics,Active Monthly Subscribers,5719
01-06-2026,Detailed Metrics,Active Monthly Subscribers,6292
01-07-2026,Detailed Metrics,Active Monthly Subscribers,6922
01-08-2026,Detailed Metrics,Active Monthly Subscribers,7615
01-09-2026,Detailed Metrics,Active Monthly Subscribers,8377
01-10-2026,Detailed Metrics,Active Monthly Subscribers,9214
01-11-2026,Detailed Metrics,Active Monthly Subscribers,10135
01-12-2026,Detailed Metrics,Active Monthly Subscribers,11148
01-01-2027,Detailed Metrics,Active Monthly Subscribers,12262
01-02-2027,Detailed Metrics,Active Monthly Subscribers,13488
01-03-2027,Detailed Metrics,Active Monthly Subscribers,14837
01-04-2027,Detailed Metrics,Active Monthly Subscribers,16320
01-05-2027,Detailed Metrics,Active Monthly Subscribers,17952
01-06-2027,Detailed Metrics,Active Monthly Subscribers,19747
01-07-2027,Detailed Metrics,Active Monthly Subscribers,21722
01-08-2027,Detailed Metrics,Active Monthly Subscribers,23895
01-09-2027,Detailed Metrics,Active Monthly Subscribers,26285
01-10-2027,Detailed Metrics,Active Monthly Subscribers,28913
01-11-2027,Detailed Metrics,Active Monthly Subscribers,31804
01-12-2027,Detailed Metrics,Active Monthly Subscribers,34984
01-01-2028,Detailed Metrics,Active Monthly Subscribers,38482
01-02-2028,Detailed Metrics,Active Monthly Subscribers,42331
01-03-2028,Detailed Metrics,Active Monthly Subscribers,46564
01-04-2028,Detailed Metrics,Active Monthly Subscribers,51220
01-05-2028,Detailed Metrics,Active Monthly Subscribers,56342
01-06-2028,Detailed Metrics,Active Monthly Subscribers,61977
01-07-2028,Detailed Metrics,Active Monthly Subscribers,68175
01-08-2028,Detailed Metrics,Active Monthly Subscribers,74994
01-09-2028,Detailed Metrics,Active Monthly Subscribers,82495
01-10-2028,Detailed Metrics,Active Monthly Subscribers,90746
01-11-2028,Detailed Metrics,Active Monthly Subscribers,99822
01-12-2028,Detailed Metrics,Active Monthly Subscribers,109806
01-01-2024,Detailed Metrics,Active Annual Subscribers,55
01-02-2024,Detailed Metrics,Active Annual Subscribers,114
01-03-2024,Detailed Metrics,Active Annual Subscribers,177
01-04-2024,Detailed Metrics,Active Annual Subscribers,244
01-05-2024,Detailed Metrics,Active Annual Subscribers,316
01-06-2024,Detailed Metrics,Active Annual Subscribers,393
01-07-2024,Detailed Metrics,Active Annual Subscribers,475
01-08-2024,Detailed Metrics,Active Annual Subscribers,563
01-09-2024,Detailed Metrics,Active Annual Subscribers,657
01-10-2024,Detailed Metrics,Active Annual Subscribers,758
01-11-2024,Detailed Metrics,Active Annual Subscribers,866
01-12-2024,Detailed Metrics,Active Annual Subscribers,982
01-01-2025,Detailed Metrics,Active Annual Subscribers,1087
01-02-2025,Detailed Metrics,Active Annual Subscribers,1199
01-03-2025,Detailed Metrics,Active Annual Subscribers,1319
01-04-2025,Detailed Metrics,Active Annual Subscribers,1448
01-05-2025,Detailed Metrics,Active Annual Subscribers,1586
01-06-2025,Detailed Metrics,Active Annual Subscribers,1733
01-07-2025,Detailed Metrics,Active Annual Subscribers,1890
01-08-2025,Detailed Metrics,Active Annual Subscribers,2058
01-09-2025,Detailed Metrics,Active Annual Subscribers,2238
01-10-2025,Detailed Metrics,Active Annual Subscribers,2431
01-11-2025,Detailed Metrics,Active Annual Subscribers,2637
01-12-2025,Detailed Metrics,Active Annual Subscribers,2857
01-01-2026,Detailed Metrics,Active Annual Subscribers,3093
01-02-2026,Detailed Metrics,Active Annual Subscribers,3345
01-03-2026,Detailed Metrics,Active Annual Subscribers,3615
01-04-2026,Detailed Metrics,Active Annual Subscribers,3904
01-05-2026,Detailed Metrics,Active Annual Subscribers,4213
01-06-2026,Detailed Metrics,Active Annual Subscribers,4544
01-07-2026,Detailed Metrics,Active Annual Subscribers,4898
01-08-2026,Detailed Metrics,Active Annual Subscribers,5276
01-09-2026,Detailed Metrics,Active Annual Subscribers,5680
01-10-2026,Detailed Metrics,Active Annual Subscribers,6113
01-11-2026,Detailed Metrics,Active Annual Subscribers,6577
01-12-2026,Detailed Metrics,Active Annual Subscribers,7073
01-01-2027,Detailed Metrics,Active Annual Subscribers,7603
01-02-2027,Detailed Metrics,Active Annual Subscribers,8170
01-03-2027,Detailed Metrics,Active Annual Subscribers,8777
01-04-2027,Detailed Metrics,Active Annual Subscribers,9426
01-05-2027,Detailed Metrics,Active Annual Subscribers,10121
01-06-2027,Detailed Metrics,Active Annual Subscribers,10865
01-07-2027,Detailed Metrics,Active Annual Subscribers,11661
01-08-2027,Detailed Metrics,Active Annual Subscribers,12513
01-09-2027,Detailed Metrics,Active Annual Subscribers,13425
01-10-2027,Detailed Metrics,Active Annual Subscribers,14401
01-11-2027,Detailed Metrics,Active Annual Subscribers,15446
01-12-2027,Detailed Metrics,Active Annual Subscribers,16565
01-01-2028,Detailed Metrics,Active Annual Subscribers,17762
01-02-2028,Detailed Metrics,Active Annual Subscribers,19043
01-03-2028,Detailed Metrics,Active Annual Subscribers,20413
01-04-2028,Detailed Metrics,Active Annual Subscribers,21880
01-05-2028,Detailed Metrics,Active Annual Subscribers,23450
01-06-2028,Detailed Metrics,Active Annual Subscribers,25130
01-07-2028,Detailed Metrics,Active Annual Subscribers,26927
01-08-2028,Detailed Metrics,Active Annual Subscribers,28850
01-09-2028,Detailed Metrics,Active Annual Subscribers,30907
01-10-2028,Detailed Metrics,Active Annual Subscribers,33107
01-11-2028,Detailed Metrics,Active Annual Subscribers,35461
01-12-2028,Detailed Metrics,Active Annual Subscribers,37980
01-01-2024,Detailed Metrics,Active Total Subscribers,145
01-02-2024,Detailed Metrics,Active Total Subscribers,289
01-03-2024,Detailed Metrics,Active Total Subscribers,435
01-04-2024,Detailed Metrics,Active Total Subscribers,583
01-05-2024,Detailed Metrics,Active Total Subscribers,736
01-06-2024,Detailed Metrics,Active Total Subscribers,895
01-07-2024,Detailed Metrics,Active Total Subscribers,1062
01-08-2024,Detailed Metrics,Active Total Subscribers,1238
01-09-2024,Detailed Metrics,Active Total Subscribers,1425
01-10-2024,Detailed Metrics,Active Total Subscribers,1624
01-11-2024,Detailed Metrics,Active Total Subscribers,1836
01-12-2024,Detailed Metrics,Active Total Subscribers,2063
01-01-2025,Detailed Metrics,Active Total Subscribers,2289
01-02-2025,Detailed Metrics,Active Total Subscribers,2532
01-03-2025,Detailed Metrics,Active Total Subscribers,2794
01-04-2025,Detailed Metrics,Active Total Subscribers,3078
01-05-2025,Detailed Metrics,Active Total Subscribers,3385
01-06-2025,Detailed Metrics,Active Total Subscribers,3717
01-07-2025,Detailed Metrics,Active Total Subscribers,4077
01-08-2025,Detailed Metrics,Active Total Subscribers,4468
01-09-2025,Detailed Metrics,Active Total Subscribers,4892
01-10-2025,Detailed Metrics,Active Total Subscribers,5354
01-11-2025,Detailed Metrics,Active Total Subscribers,5856
01-12-2025,Detailed Metrics,Active Total Subscribers,6400
01-01-2026,Detailed Metrics,Active Total Subscribers,6993
01-02-2026,Detailed Metrics,Active Total Subscribers,7637
01-03-2026,Detailed Metrics,Active Total Subscribers,8338
01-04-2026,Detailed Metrics,Active Total Subscribers,9102
01-05-2026,Detailed Metrics,Active Total Subscribers,9932
01-06-2026,Detailed Metrics,Active Total Subscribers,10836
01-07-2026,Detailed Metrics,Active Total Subscribers,11820
01-08-2026,Detailed Metrics,Active Total Subscribers,12891
01-09-2026,Detailed Metrics,Active Total Subscribers,14057
01-10-2026,Detailed Metrics,Active Total Subscribers,15327
01-11-2026,Detailed Metrics,Active Total Subscribers,16712
01-12-2026,Detailed Metrics,Active Total Subscribers,18221
01-01-2027,Detailed Metrics,Active Total Subscribers,19865
01-02-2027,Detailed Metrics,Active Total Subscribers,21658
01-03-2027,Detailed Metrics,Active Total Subscribers,23614
01-04-2027,Detailed Metrics,Active Total Subscribers,25746
01-05-2027,Detailed Metrics,Active Total Subscribers,28073
01-06-2027,Detailed Metrics,Active Total Subscribers,30612
01-07-2027,Detailed Metrics,Active Total Subscribers,33383
01-08-2027,Detailed Metrics,Active Total Subscribers,36408
01-09-2027,Detailed Metrics,Active Total Subscribers,39710
01-10-2027,Detailed Metrics,Active Total Subscribers,43314
01-11-2027,Detailed Metrics,Active Total Subscribers,47250
01-12-2027,Detailed Metrics,Active Total Subscribers,51549
01-01-2028,Detailed Metrics,Active Total Subscribers,56244
01-02-2028,Detailed Metrics,Active Total Subscribers,61374
01-03-2028,Detailed Metrics,Active Total Subscribers,66977
01-04-2028,Detailed Metrics,Active Total Subscribers,73100
01-05-2028,Detailed Metrics,Active Total Subscribers,79792
01-06-2028,Detailed Metrics,Active Total Subscribers,87107
01-07-2028,Detailed Metrics,Active Total Subscribers,95102
01-08-2028,Detailed Metrics,Active Total Subscribers,103844
01-09-2028,Detailed Metrics,Active Total Subscribers,113402
01-10-2028,Detailed Metrics,Active Total Subscribers,123853
01-11-2028,Detailed Metrics,Active Total Subscribers,135283
01-12-2028,Detailed Metrics,Active Total Subscribers,147786
01-01-2024,Detailed Metrics,New Monthly Subscribers,90
01-02-2024,Detailed Metrics,New Monthly Subscribers,99
01-03-2024,Detailed Metrics,New Monthly Subscribers,109
01-04-2024,Detailed Metrics,New Monthly Subscribers,120
01-05-2024,Detailed Metrics,New Monthly Subscribers,132
01-06-2024,Detailed Metrics,New Monthly Subscribers,145
01-07-2024,Detailed Metrics,New Monthly Subscribers,160
01-08-2024,Detailed Metrics,New Monthly Subscribers,176
01-09-2024,Detailed Metrics,New Monthly Subscribers,194
01-10-2024,Detailed Metrics,New Monthly Subscribers,213
01-11-2024,Detailed Metrics,New Monthly Subscribers,234
01-12-2024,Detailed Metrics,New Monthly Subscribers,257
01-01-2025,Detailed Metrics,New Monthly Subscribers,283
01-02-2025,Detailed Metrics,New Monthly Subscribers,311
01-03-2025,Detailed Metrics,New Monthly Subscribers,342
01-04-2025,Detailed Metrics,New Monthly Subscribers,376
01-05-2025,Detailed Metrics,New Monthly Subscribers,414
01-06-2025,Detailed Metrics,New Monthly Subscribers,455
01-07-2025,Detailed Metrics,New Monthly Subscribers,501
01-08-2025,Detailed Metrics,New Monthly Subscribers,551
01-09-2025,Detailed Metrics,New Monthly Subscribers,606
01-10-2025,Detailed Metrics,New Monthly Subscribers,667
01-11-2025,Detailed Metrics,New Monthly Subscribers,734
01-12-2025,Detailed Metrics,New Monthly Subscribers,807
01-01-2026,Detailed Metrics,New Monthly Subscribers,888
01-02-2026,Detailed Metrics,New Monthly Subscribers,977
01-03-2026,Detailed Metrics,New Monthly Subscribers,1075
01-04-2026,Detailed Metrics,New Monthly Subscribers,1183
01-05-2026,Detailed Metrics,New Monthly Subscribers,1301
01-06-2026,Detailed Metrics,New Monthly Subscribers,1431
01-07-2026,Detailed Metrics,New Monthly Subscribers,1574
01-08-2026,Detailed Metrics,New Monthly Subscribers,1731
01-09-2026,Detailed Metrics,New Monthly Subscribers,1904
01-10-2026,Detailed Metrics,New Monthly Subscribers,2094
01-11-2026,Detailed Metrics,New Monthly Subscribers,2303
01-12-2026,Detailed Metrics,New Monthly Subscribers,2533
01-01-2027,Detailed Metrics,New Monthly Subscribers,2786
01-02-2027,Detailed Metrics,New Monthly Subscribers,3065
01-03-2027,Detailed Metrics,New Monthly Subscribers,3372
01-04-2027,Detailed Metrics,New Monthly Subscribers,3709
01-05-2027,Detailed Metrics,New Monthly Subscribers,4080
01-06-2027,Detailed Metrics,New Monthly Subscribers,4488
01-07-2027,Detailed Metrics,New Monthly Subscribers,4937
01-08-2027,Detailed Metrics,New Monthly Subscribers,5431
01-09-2027,Detailed Metrics,New Monthly Subscribers,5974
01-10-2027,Detailed Metrics,New Monthly Subscribers,6571
01-11-2027,Detailed Metrics,New Monthly Subscribers,7228
01-12-2027,Detailed Metrics,New Monthly Subscribers,7951
01-01-2028,Detailed Metrics,New Monthly Subscribers,8746
01-02-2028,Detailed Metrics,New Monthly Subscribers,9621
01-03-2028,Detailed Metrics,New Monthly Subscribers,10583
01-04-2028,Detailed Metrics,New Monthly Subscribers,11641
01-05-2028,Detailed Metrics,New Monthly Subscribers,12805
01-06-2028,Detailed Metrics,New Monthly Subscribers,14086
01-07-2028,Detailed Metrics,New Monthly Subscribers,15495
01-08-2028,Detailed Metrics,New Monthly Subscribers,17045
01-09-2028,Detailed Metrics,New Monthly Subscribers,18750
01-10-2028,Detailed Metrics,New Monthly Subscribers,20625
01-11-2028,Detailed Metrics,New Monthly Subscribers,22688
01-12-2028,Detailed Metrics,New Monthly Subscribers,24957
01-01-2024,Detailed Metrics,New Annual Subscribers,55
01-02-2024,Detailed Metrics,New Annual Subscribers,59
01-03-2024,Detailed Metrics,New Annual Subscribers,63
01-04-2024,Detailed Metrics,New Annual Subscribers,67
01-05-2024,Detailed Metrics,New Annual Subscribers,72
01-06-2024,Detailed Metrics,New Annual Subscribers,77
01-07-2024,Detailed Metrics,New Annual Subscribers,82
01-08-2024,Detailed Metrics,New Annual Subscribers,88
01-09-2024,Detailed Metrics,New Annual Subscribers,94
01-10-2024,Detailed Metrics,New Annual Subscribers,101
01-11-2024,Detailed Metrics,New Annual Subscribers,108
01-12-2024,Detailed Metrics,New Annual Subscribers,116
01-01-2025,Detailed Metrics,New Annual Subscribers,124
01-02-2025,Detailed Metrics,New Annual Subscribers,133
01-03-2025,Detailed Metrics,New Annual Subscribers,142
01-04-2025,Detailed Metrics,New Annual Subscribers,152
01-05-2025,Detailed Metrics,New Annual Subscribers,163
01-06-2025,Detailed Metrics,New Annual Subscribers,174
01-07-2025,Detailed Metrics,New Annual Subscribers,186
01-08-2025,Detailed Metrics,New Annual Subscribers,199
01-09-2025,Detailed Metrics,New Annual Subscribers,213
01-10-2025,Detailed Metrics,New Annual Subscribers,228
01-11-2025,Detailed Metrics,New Annual Subscribers,244
01-12-2025,Detailed Metrics,New Annual Subscribers,261
01-01-2026,Detailed Metrics,New Annual Subscribers,279
01-02-2026,Detailed Metrics,New Annual Subscribers,299
01-03-2026,Detailed Metrics,New Annual Subscribers,320
01-04-2026,Detailed Metrics,New Annual Subscribers,342
01-05-2026,Detailed Metrics,New Annual Subscribers,366
01-06-2026,Detailed Metrics,New Annual Subscribers,392
01-07-2026,Detailed Metrics,New Annual Subscribers,419
01-08-2026,Detailed Metrics,New Annual Subscribers,448
01-09-2026,Detailed Metrics,New Annual Subscribers,479
01-10-2026,Detailed Metrics,New Annual Subscribers,513
01-11-2026,Detailed Metrics,New Annual Subscribers,549
01-12-2026,Detailed Metrics,New Annual Subscribers,587
01-01-2027,Detailed Metrics,New Annual Subscribers,628
01-02-2027,Detailed Metrics,New Annual Subscribers,672
01-03-2027,Detailed Metrics,New Annual Subscribers,719
01-04-2027,Detailed Metrics,New Annual Subscribers,769
01-05-2027,Detailed Metrics,New Annual Subscribers,823
01-06-2027,Detailed Metrics,New Annual Subscribers,881
01-07-2027,Detailed Metrics,New Annual Subscribers,943
01-08-2027,Detailed Metrics,New Annual Subscribers,1009
01-09-2027,Detailed Metrics,New Annual Subscribers,1080
01-10-2027,Detailed Metrics,New Annual Subscribers,1156
01-11-2027,Detailed Metrics,New Annual Subscribers,1237
01-12-2027,Detailed Metrics,New Annual Subscribers,1324
01-01-2028,Detailed Metrics,New Annual Subscribers,1417
01-02-2028,Detailed Metrics,New Annual Subscribers,1516
01-03-2028,Detailed Metrics,New Annual Subscribers,1622
01-04-2028,Detailed Metrics,New Annual Subscribers,1736
01-05-2028,Detailed Metrics,New Annual Subscribers,1858
01-06-2028,Detailed Metrics,New Annual Subscribers,1988
01-07-2028,Detailed Metrics,New Annual Subscribers,2127
01-08-2028,Detailed Metrics,New Annual Subscribers,2276
01-09-2028,Detailed Metrics,New Annual Subscribers,2435
01-10-2028,Detailed Metrics,New Annual Subscribers,2605
01-11-2028,Detailed Metrics,New Annual Subscribers,2787
01-12-2028,Detailed Metrics,New Annual Subscribers,2982
01-01-2024,Detailed Metrics,Total New Subscribers,145
01-02-2024,Detailed Metrics,Total New Subscribers,158
01-03-2024,Detailed Metrics,Total New Subscribers,172
01-04-2024,Detailed Metrics,Total New Subscribers,187
01-05-2024,Detailed Metrics,Total New Subscribers,204
01-06-2024,Detailed Metrics,Total New Subscribers,222
01-07-2024,Detailed Metrics,Total New Subscribers,242
01-08-2024,Detailed Metrics,Total New Subscribers,264
01-09-2024,Detailed Metrics,Total New Subscribers,288
01-10-2024,Detailed Metrics,Total New Subscribers,314
01-11-2024,Detailed Metrics,Total New Subscribers,342
01-12-2024,Detailed Metrics,Total New Subscribers,373
01-01-2025,Detailed Metrics,Total New Subscribers,407
01-02-2025,Detailed Metrics,Total New Subscribers,444
01-03-2025,Detailed Metrics,Total New Subscribers,484
01-04-2025,Detailed Metrics,Total New Subscribers,528
01-05-2025,Detailed Metrics,Total New Subscribers,577
01-06-2025,Detailed Metrics,Total New Subscribers,629
01-07-2025,Detailed Metrics,Total New Subscribers,687
01-08-2025,Detailed Metrics,Total New Subscribers,750
01-09-2025,Detailed Metrics,Total New Subscribers,819
01-10-2025,Detailed Metrics,Total New Subscribers,895
01-11-2025,Detailed Metrics,Total New Subscribers,978
01-12-2025,Detailed Metrics,Total New Subscribers,1068
01-01-2026,Detailed Metrics,Total New Subscribers,1167
01-02-2026,Detailed Metrics,Total New Subscribers,1276
01-03-2026,Detailed Metrics,Total New Subscribers,1395
01-04-2026,Detailed Metrics,Total New Subscribers,1525
01-05-2026,Detailed Metrics,Total New Subscribers,1667
01-06-2026,Detailed Metrics,Total New Subscribers,1823
01-07-2026,Detailed Metrics,Total New Subscribers,1993
01-08-2026,Detailed Metrics,Total New Subscribers,2179
01-09-2026,Detailed Metrics,Total New Subscribers,2383
01-10-2026,Detailed Metrics,Total New Subscribers,2607
01-11-2026,Detailed Metrics,Total New Subscribers,2852
01-12-2026,Detailed Metrics,Total New Subscribers,3120
01-01-2027,Detailed Metrics,Total New Subscribers,3414
01-02-2027,Detailed Metrics,Total New Subscribers,3737
01-03-2027,Detailed Metrics,Total New Subscribers,4091
01-04-2027,Detailed Metrics,Total New Subscribers,4478
01-05-2027,Detailed Metrics,Total New Subscribers,4903
01-06-2027,Detailed Metrics,Total New Subscribers,5369
01-07-2027,Detailed Metrics,Total New Subscribers,5880
01-08-2027,Detailed Metrics,Total New Subscribers,6440
01-09-2027,Detailed Metrics,Total New Subscribers,7054
01-10-2027,Detailed Metrics,Total New Subscribers,7727
01-11-2027,Detailed Metrics,Total New Subscribers,8465
01-12-2027,Detailed Metrics,Total New Subscribers,9275
01-01-2028,Detailed Metrics,Total New Subscribers,10163
01-02-2028,Detailed Metrics,Total New Subscribers,11137
01-03-2028,Detailed Metrics,Total New Subscribers,12205
01-04-2028,Detailed Metrics,Total New Subscribers,13377
01-05-2028,Detailed Metrics,Total New Subscribers,14663
01-06-2028,Detailed Metrics,Total New Subscribers,16074
01-07-2028,Detailed Metrics,Total New Subscribers,17622
01-08-2028,Detailed Metrics,Total New Subscribers,19321
01-09-2028,Detailed Metrics,Total New Subscribers,21185
01-10-2028,Detailed Metrics,Total New Subscribers,23230
01-11-2028,Detailed Metrics,Total New Subscribers,25475
01-12-2028,Detailed Metrics,Total New Subscribers,27939
01-01-2024,Detailed Metrics,Monthly Subscribers CAC,100
01-02-2024,Detailed Metrics,Monthly Subscribers CAC,100
01-03-2024,Detailed Metrics,Monthly Subscribers CAC,100
01-04-2024,Detailed Metrics,Monthly Subscribers CAC,95
01-05-2024,Detailed Metrics,Monthly Subscribers CAC,95
01-06-2024,Detailed Metrics,Monthly Subscribers CAC,95
01-07-2024,Detailed Metrics,Monthly Subscribers CAC,90.25
01-08-2024,Detailed Metrics,Monthly Subscribers CAC,90.25
01-09-2024,Detailed Metrics,Monthly Subscribers CAC,90.25
01-10-2024,Detailed Metrics,Monthly Subscribers CAC,85.7375
01-11-2024,Detailed Metrics,Monthly Subscribers CAC,85.7375
01-12-2024,Detailed Metrics,Monthly Subscribers CAC,85.7375
01-01-2025,Detailed Metrics,Monthly Subscribers CAC,81.450625
